"X","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength","id","sentiment"
1174,"Eliza Ochab","https://user-images.trustpilot.com/5d401f56d5316e00c53a4656/73x73.png",1,NA,"2019-09-01",NA,FALSE,"ELIZA966"," super sprawa szczeglnie w uk gdzie trzeba mie potwierdzenie adresu eby zaoy konto bankowe, co czsto jest problematyczne",NA,326,1174,-0.202312138728324
1178,"John Burton",NA,4,NA,"2019-09-01",NA,TRUE,"Easy and quick to set up an account","easy and quick to set up an account, card arrived in the post within  days!",NA,76,1178,-0.317919075144509
1204,"Artur Tadeusz",NA,1,NA,"2019-08-30",NA,TRUE,"Rejestracja bardzo prosta.","rejestracja bardzo prosta, mia infolinia, w razie potrzeby sami zadzwoni",NA,119,1204,-0.780346820809249
1209,"Carla Louise",NA,1,NA,"2019-08-30","2019-09-18",TRUE,"Seems like a decent account and app so…","seems like a decent account and app so far but not happy that i didn't get my  free, for joining via magicfreebies","Hello, Carla,We are sorry to hear about this situation! If you have entered a valid referral code, you will receive the bonus on your card as soon as the first payment you made with your card clears. Looks like this was the case with your bonus - we are happy to see you received it without issues. Please let our support team know if you need help with anything else.All the best,The Monese Team",117,1209,0.520231213872832
1210,"Andrew Ox","https://user-images.trustpilot.com/5d691cfed858a549d41c28d3/73x73.png",1,NA,"2019-08-30","2019-09-13",FALSE,"Blocked access","good service to open the account but problem solving is slow. although that was our mistake, now the account is blocked and nobody answers email /requests","Hello, Diana,Thank you for the comments. We are very happy to see that the issue has been solved. We take this kind of feedback very seriously and this matter will be internally escalated to make necessary improvements for better user experience. We sincerely apologise again and thank you for your patience!Sincerely,The Monese Team",354,1210,-1.1271676300578
1213,"Gabor Csaba",NA,1,NA,"2019-08-30","2019-09-11",TRUE,"When will i get my offer 15 eurs on my…","when will i get my offer  eurs on my account?","Hey there!If is quickness you seek, quickness you get!😄We're glad that you're having a good experience with Monese!All the best,The Monese Team",47,1213,-0.722543352601156
1217,"Julien",NA,1,NA,"2019-08-30","2019-08-30",TRUE,"Service efficace","service simple, rapide et efficace carte reu en  jours virement credit immediatement application trs simple a ger et complete","Labas, Darius!Paprastumas mums yra labai svarbus! Smagu, kad mėgaujatės savo patirtimi su Monese :)Ačiū už malonius žodžius!Viskas kas geriausia,„Monese“ komanda",132,1217,-0.549132947976879
1219,"Eddie V. Fontana","https://user-images.trustpilot.com/5d680de8a1da5af2226ea120/73x73.png",3,NA,"2019-08-29","2019-08-30",FALSE,"How difficult is opening an account","a style of interrogatory to open an account","Hi there, Gerry!Nice! We're glad to know that you had a smooth experience so far!Thank you for your kind words.All the best,The Monese Team",183,1219,-0.780346820809249
1228,"Cosmin-Andrei",NA,1,NA,"2019-08-29","2019-08-29",TRUE,"- Cannot top up Monese account from…","- had some problems topping up my monese account,but somebody for customer service was so kind and contacted me in order to solve this issue","Hello, Cosmin,Thank you so much for your kind words! We appreciate you giving Monese a try! Please do not hesitate to contact our support team with any other issues you might have.Have a lovely day!All the best,The Monese Team",140,1228,-0.317919075144509
1233,"Tania-Baglady Edwards","https://user-images.trustpilot.com/54f6b1b40000ff0001aeebbb/73x73.png",4,NA,"2019-08-28","2019-08-30",FALSE,"Slow to set up account yet it says it can be opened in minutes","after downloading the app and setting up the account i was prompted to make video call to finish the verification process. perhaps they needed glasses and tried to read without them! i was told that i would receive an email link within the ne business day which should have been on a tuesday as i called on the saturday and it was over the bank holiday weekend. when i log on to my account all i get is a message saying that they have to manually verify my details. and would take up to one business day! but they were verified over the video call in the end! what was the automated system all about then? the app is also a waste of time and space. however after reading some of the bad comments about people being robbed and having their accounts blocked, i think i may have had a lucky escape so i wont be using them now if i do get the chance. i have opened accounts with starling and monzo and they are great. you still have to upload id but their accounts are opened up in minutes","Hello, Tania,We'd like to offer our sincerest apologies for any inconvenience we may have caused you. In certain cases the verification procedure requires manual intervention, which appears to be the case here. We are happy to see that your account was opened successfully with only a small delay, however we are still sad to hear that things didn't go down as you expected this is not by any means reflective of our standards of service and customer satisfaction.We take every feedback seriously and make necessary improvements for better user experience. We thank you for your patience!All the best,The Monese Team",1666,1233,-0.23121387283237
1235,"patrik",NA,1,NA,"2019-08-28","2019-08-29",FALSE,"best app-based banking"," great pot syetem, to keep money safe, when not needed on account","Hi there, Patrik!Thanks for your kind words :)All the best,The Monese Team",212,1235,0.289017341040462
1250,"Kostadin Savchev",NA,1,NA,"2019-08-28","2019-08-29",TRUE,"Can be better if could be charged…","can be better if could be charged accounts with cash faster than now","Hey there, Kostadin!Thank you for your feedback! Our team works every day to improve the functioning of the app. This is something that they are already working on, we'll have news about it soon :)All the best,The Monese Team",68,1250,0.260115606936416
1252,"Gianpietro",NA,1,NA,"2019-08-28",NA,TRUE,"Buonasera Mi dispiace di mettere questo…","buonasera mi dispiace di mettere questo voto ma purtroppo dico purtroppo dopo aver fatto l'iscrizione sulla carta monese non mi sono arrivati il credito di  non so che cosa sia successo questo  stata attivata la carta domenica",NA,230,1252,-0.780346820809249
1291,"James Lewis",NA,1,NA,"2019-08-27","2019-08-30",TRUE,"Don’t trust this banks account at all","dont trust this banks account at all","Hello, James,We are very sorry to hear you feel this way. Please know that Monese is a registered agent by PrePay Technologies Limited which is an electronic money institution authorised by the Financial Conduct Authority under the Electronic Money Regulations 2011 (900010) for the issuing of electronic money and payment instruments. We have built our systems using the latest cloud technologies that help us safeguard your funds and data.We are required to keep our customers’ deposits in segregated and safeguarded accounts in strong European banks. Unlike regular banks, we do not re-invest customer funds and have to keep all customer money separate from our own company finances. This guarantees that even in the unlikely event that Monese is no longer in business, all of our customers would receive 100% of their balance back.If you need any further clarification, feel free to let us know.All the best,The Monese Team",37,1291,-0.491329479768786
1293,"Marta",NA,1,NA,"2019-08-26",NA,TRUE,"Disgusting","i have invited a friend with my code and his account has never been activated",NA,123,1293,-0.317919075144509
1295,"Customer","https://user-images.trustpilot.com/4e934d8d00006400010cfc50/73x73.png",5,NA,"2019-08-26","2019-08-30",TRUE,"The worst customer service..."," it was clear i could suck it up or close the account - which i did (monzo are brilliant, fast at responding and really focus on the customer)","Hey there,We're really sorry you had to leave us this review and apologies for not being able to meet your expectations. We also sincerely apologise for any inconvenience caused to you.  We’re unable to locate your details due to the limited information on Trustpilot to review your situation, but we would really appreciate it if you could get in contact with out support team with your account details. We take this kind of feedback very seriously and would like to investigate this matter immediately to make necessary improvements for better user experience.Sincerely,The Monese Team",663,1295,0
1296,"Sergii",NA,1,NA,"2019-08-26","2019-08-28",TRUE,"Very good","very good, got the money easily","Hi Sergii!Nice! We're glad to have you with us!All the best,The Monese Team",31,1296,0
1305,"BURHAN",NA,3,NA,"2019-08-26","2019-08-30",TRUE,"Took time but they resolved the complaint"," however, i am not sure if i will continue using my monese account or keep referring my friends","Hi Burhan!Great! We're glad that everything has been clarified :)We hope to see you using the app in the future, it's a pleasure to have you with us!All the best,The Monese Team",206,1305,-0.549132947976879
1306,"Francesco lucchese",NA,1,NA,"2019-08-26","2019-09-05",FALSE,"Really poor customer service"," so for me account closed","Hello, Francesco,We are sorry to hear you think this way. Please note that Monese is just an intermediary for your payments and is not responsible for any services you have signed up for online or for any transactions you have made. We certainly can help you in cases outlined in our Terms and Conditions section 12, however you must have received more information regarding this specific situation from our support team. We apologise for the inconveniences caused to you. If you would like to discuss this further, please contact our customer support again.All the best,The Monese Team",217,1306,-0.780346820809249
1309,"Romans",NA,1,NA,"2019-08-26",NA,TRUE,"Revolut is way much better"," won't recommend and most probably will close my account",NA,196,1309,-0.491329479768786
1311,"Ioan",NA,1,NA,"2019-08-26","2019-08-29",TRUE,"0 security any one can take your money…"," security any one can take your money with out problem","Hello, Ioan,We are extremely sorry to hear you feel this way as we take your account's security very seriously. If somebody has access to your card details, please block your card immediately through your app and let our customer support team know either by giving our team a call or sending an email or chat message. Our team can take a look and investigate the situation further for you. We apologise for the inconvenience.Sincerely,The Monese Team",55,1311,-0.867052023121388
1319,"Paulo Jorge Resende",NA,1,NA,"2019-08-25","2019-08-28",TRUE,"Estamos perante uma aplicação simples…"," estou rendido a este fintech, que facilita a gesto da nossa vida financeira","Olá Paulo!Sua avaliação significa muito para nós. É exatamente para isso que trabalhamos todos os dias: disponibilizar uma solução simples, efetiva e rápida :)Tudo de melhor,Equipe  Monese",192,1319,-0.780346820809249
1323,"Holger",NA,1,NA,"2019-08-25","2019-08-28",TRUE,"Mobile first, easy to use, design heavy","after initial account creation, i needed to go through the usual validation procedure, which was, to my delight, easy and without leaving the app or having to do a phone interview. only having a british (sepa enabled) account isn't great if your living elsewhere, as most people or companies distrust foreign accounts somewhat.currently, only apple pay seems to work here, making it less convenient than other offerings as apple barely reaches % market share. sending money was straight forward,everyone who can use a phone should be able to do it","Hello Holger!Thank you for your honest review and feedback. We appreciate it!Our support team always reply as soon as they can, we apologise for any delays you might have experienced. We will take your feedback further to the relevant teams, thank you for sharing your thoughts with us :)All the best,The Monese Team",1732,1323,2.65895953757225
1328,"Lake P","https://user-images.trustpilot.com/5d62764a7fae1af410250278/73x73.png",2,NA,"2019-08-25","2019-08-28",FALSE,"I have been using Monese for a couple…"," i havent had any problem with them, from opening account, getting credited from paypal, using their debit card(except that its prepaid so some online merchant might not accept your card), withdrawing from atm. i havent contacted their customer services because i havent had any problem with my account","Hi Lake,Thank you for your kind words! It means a lot to us coming from a satisfied customer :)All the best,The Monese Team",517,1328,-0.404624277456648
1351,"Colm Merlehan",NA,3,NA,"2019-08-24","2019-08-29",TRUE,"No problems signing up","no problems signing up, opened a current account and euro account, i was impressed with the exchange rate received and the speed of the transfer","Hello Colm!Awesome! It's great to see that everything went smoothly on opening your account!It's a pleasure to have you with us!All the best,The Monese Team",144,1351,-0.289017341040463
1355,"Aleksandr Gorbatov",NA,1,NA,"2019-08-24","2019-08-30",FALSE,"Worst company ever","worst company ever! instant top up failed as i apparently entered the wrong address when i never, money now stuck in pending transactions for days, asked for monese to send nationwide an email to realise the money back in account no reply for days! cant get a hold of anyone!!when joined entered a code to get ","Hello, Aleksandr,We are very sorry to hear about your negative experience with our customer support team. This is not by any means reflective of our standards of service and customer satisfaction. We truly apologise for the disturbance this situation could have caused you. We take this kind of feedback very seriously and will investigate this matter further to make necessary improvements for better user experience. We sincerely apologise again and thank you for your patience!All the best,The Monese Team",438,1355,-1.24277456647399
1359,"Anthony Bilmes",NA,4,NA,"2019-08-23","2019-08-29",TRUE,"Opening an account with Monese was very…","opening an account with monese was very straightforward. it would be good if it were easier to find the bank name, information about not taking cheques (why?) and if the account number and clearing code were on the card","Hello Anthony!Nice, It's great to know that everything went smoothly on your account opening.Thank you for your feedback! We are always interested to hear what kind of relevant information you need before using your account.We provide answers to most of these questions over at our FAQ at support.monese.com. However, if you need any extra assistance or clarification, our support team is always there to answer any questions you might have - you can write us an e-mail at support@monese.com or leave a message in the in-app chat :)All the best,The Monese Team",285,1359,0.635838150289017
1370,"Murat Turan","https://user-images.trustpilot.com/5b48bb9e4de5666d344162b6/73x73.png",3,NA,"2019-08-23","2019-08-29",FALSE,"I tried to just open account with…","i tried to just open account with documents and they rejected but also blocked from monese system and not responding anything. i am happy to not having an account with them","Hello, Murat,We are sorry to hear you feel this way. We apologise if you experienced any inconveniences but our compliance team must follow certain protocols to ensure the safety and security of all users' accounts as well as our system. Unfortunately, our team has made the decision to reject your account application based on information available to them as a result of necessary identity checks.All the best,The Monese Team",195,1370,-1.15606936416185
1373,"James","https://user-images.trustpilot.com/5a7102690000ff000b0acfd7/73x73.png",2,NA,"2019-08-23","2019-08-30",FALSE,"avoid at all costs","you will read reports on the internet about this company not allowing you to transfer your money","Hello, James,We are very sorry to hear about your negative experience and would like to extend our sincerest apologies for any inconvenience or frustration caused to you in a result of account closure. Please know that we only close accounts in the most extreme circumstances to comply with the regulation. You can find more details in our Terms at monese.com/terms - sections 14 and 15.  You have received communication regarding this situation and the transfer of your remaining funds from our team on your registered email. Kindly get in touch with our support team directly if you like to discuss your account further, as we cannot comment on any account specifics on a public platform.Cordially,The Monese Team",265,1373,-0.433526011560694
1377,"Joao Pedro",NA,1,NA,"2019-08-23","2019-08-29",TRUE,"Muito bom apesar de ganhar dinheiro…","muito bom apesar de ganhar dinheiro tambm da para usar carto de credito que no tinha nenhum","Olá João!Ficamos felizes em saber que você está satisfeito!Obrigado por sua avaliação :)Tudo de melhor,Equipe Monese",94,1377,-0.780346820809249
1381,"pks",NA,5,NA,"2019-08-23","2019-08-30",TRUE,"Great value for money and functionality"," that is quite troubling, this is a bank and it has my money, support shouldn't be tiered or slow. i live and work in the uk but will be going abroad for a year or two and in that time will be working remotely for my uk employer, which means i'll be left with no uk address (as i rent) and thus no uk bank account as my (now previous) bank requires a uk address. i tried to switch to their international account, but that requires an income of k a year and an address abroad. except those in the eu, those don't qualify for international account because logic and that is where i'm going. so i was forced to look for alternatives and settled for monese because it has very low fees when spending or transferring money abroad, both g and euro account, apple/google pay, support for direct debits and standing orders, and an amazing mobile app that lets you control your account, open new ones, lock your card, etc. i'm staying on the free tier at the moment but when i go abroad and need to convert my g salary into the local currency the savings from the amazing monese exchange rate are much bigger than the cost of the monthly fee to get era benefits like cheaper exchange. checkout the current exchange rate on the monese website and what local exchanges and your bank offer - even if you are just going on a week or two holiday abroad, chances are it will be cheaper to upgrade for a month to one of the monese paid tiers (if you need the higher fee-free spending limits) and exchange/spend through them than use your bank's or local currency exchange office","Hi there!Thank you for such an honest and kind review! It means a lot to us :)Your feedback regarding the waiting time for an answer from our Support team will be raised internally, thanks for sharing your thoughts with us. Our Support team always does their best to reply as soon as possible, we apologize if you faced any delays.All the best,The Monese Team",1991,1381,2.25433526011561
1382,"Pierpaolo",NA,1,NA,"2019-08-23","2019-08-30",TRUE,"Amazing","amazing bank account i love it","Hi Pierpaolo!Thanks for sharing your thoughts with us! We're happy to have you on our side :)All the best,The Monese Team",30,1382,-0.0578034682080926
1384,"Young",NA,1,NA,"2019-08-23","2019-08-30",TRUE,"Most impressive"," easy opening an account literally from anywhere in the world","Hey there, Young!Thank you for your kind words! It is very gratifying for us to see a satisfied customer like you :)All the best,The Monese Team",146,1384,-0.317919075144509
1386,"Haidary",NA,1,NA,"2019-08-23",NA,FALSE,"Account blocked for 4 weeks with no…","account blocked for  weeks with no elanation, no access to my funds",NA,239,1386,-1.01156069364162
1391,"Akbinder Kaur Dhamia",NA,2,NA,"2019-08-22","2019-08-29",TRUE,"Very fast service","very fast service, card arrived in three days, clear instructions to follow, card account up and running in abt  days from applying, no awkward setup like high street banks","Hi Akbinder!We're the ones who thank you for having you by our side! Thank you for the honest and kind review :)It's always good to see satisfied customers enjoying Monese!All the best,The Monese Team",204,1391,-0.491329479768786
1395,"Jim",NA,1,NA,"2019-08-22",NA,TRUE,"Promo code does not work and you will not get 15 pounds !"," not happy about being charged for a debit card thoughsupport response is very bad",NA,288,1395,-0.780346820809249
1396,"Dan-Cristian",NA,1,NA,"2019-08-22","2019-08-29",TRUE,"Monese","with monese s easy to get and send fast money","Hey Dan!It's very easy indeed, right? We're glad to hear that you're having a smooth experience :)All the best,The Monese Team",47,1396,0.0289017341040463
1401,"Pierce Nolan",NA,3,NA,"2019-08-22","2019-08-30",TRUE,"Customer service is bad","customer service is terrible for me anyway all i wanted to know if how long it would take they kept saying ring your bank and ask for a screen shot of the statement so they can tell me dunno how im getting a screen shot on a phone call but yh haha still worked okay though money went threw fast overall id say its on par with any normal bank","Hey, Pierce!We are sorry to hear we have disappointed you! We will review the communication you had with our team, because we're very sorry to hear you are unhappy with our service, please accept our sincerest apologies for any inconvenience caused. Unfortunately we do not have any means of seeing incoming payments until they actually reach your account, so for further verification, our support team would need to see a proof of payment. We are glad to hear everything worked out in the end and we hope you do not hesitate to contact us again if you have any other questions or issues.Sincerely,The Monese Team",344,1401,-0.953757225433526
1409,"Flavius B","https://user-images.trustpilot.com/5d5de0773d6bf57b8c5a0987/73x73.png",1,NA,"2019-08-22",NA,TRUE,"To hard to connect again my card","numele meu este flavius b am cont facut la monese dar am pierdut telefonul i de atunci nu am mai reuit s mai pot recupera contul monese !to hard to connect again my card for my monese account !",NA,197,1409,-0.92485549132948
1420,"Ricardo",NA,1,NA,"2019-08-21","2019-08-30",TRUE,"Very good"," i already did some shopping with the invites money! it works for real!","Hi there, Ricardo!The referral program is real! Nice to know you're enjoying it :)Thanks for your kind words!All the best,The Monese Team",81,1420,0.0867052023121389
1421,"Tania Alexandra",NA,1,NA,"2019-08-21","2019-08-30",TRUE,"Could be better.","i have put my code on a friends account and now monese say i didnt, so now we didnt earn the bonus","Hi Tania!Thank you for sharing your thoughts with us! We appreciate it :)You can always find more information about how the bonus works in our FAQ or contacting our Support Team! If you have any issues, we'll be more than willing to help.All the best,The Monese Team",178,1421,-0.491329479768786
1433,"Teo",NA,3,NA,"2019-08-21",NA,TRUE,"GET £15 FREE with code TEODO805 - UK/EU Bank Account + fee free spending and currency exchange!","great product, a must for anyone ever in need of a uk or eu bank account (not exactly the same thing as revolut) - it may come in very handy, especially after brexit service & registration were very smooth - card arrived in less than  working days and it was really easy to set everything up and activate. very friendly user interface, very easy and intuitive to use app for sending/receiving money instantly or for fee free currency exchange at very competitive rates",NA,749,1433,2.39884393063584
1447,"Denise",NA,1,NA,"2019-08-20","2019-08-30",TRUE,"Best bank ever","best bank ever! its really easy to create your bank account and also the card arrived earlier than eected!","Cześć Aleksandra!To prawdziwa przyjemność mieć cię po naszej stronie :)Dziękuję za Twoje miłe słowa!Wszystkiego najlepszego,Zespół Monese",108,1447,0.317919075144508
1452,"Customer",NA,2,NA,"2019-08-20","2019-08-30",TRUE,"It’s very simple and fast to get an…","its very simple and fast to get an account with monese",NA,67,1452,-0.780346820809249
1457,"Timothy",NA,1,NA,"2019-08-20","2019-08-30",TRUE,"A total recommendation"," one thing that stands out is the various methods of adding funds to you monese account (i use my normal debit card), but theres loads and loads of pay/deposit points to add money (in the uk and eu). it is quite easy transferring funds from your euro to sterling account (and vice versa) at the current exchange rate","Olá Nisiane!Que ótimo! Ficamos felizes em saber  que esteja satisfeita :)Um grande abraço,Equipe Monese",722,1457,-0.173410404624278
1464,"Francisco",NA,3,NA,"2019-08-19",NA,TRUE,"Um banco do futuro","um banco do futuro, muito fcil e simples de usar, acessvel e sem custos at certo limite",NA,102,1464,-0.780346820809249
1466,"Michelle",NA,1,NA,"2019-08-19",NA,TRUE,"Fast service"," no money required to open",NA,320,1466,-0.433526011560694
1469,"Stephen Clarke",NA,2,NA,"2019-08-19",NA,TRUE,"Join me......I love it","what more could you ask for from an online debit card",NA,123,1469,-0.780346820809249
1473,"Carla Lima",NA,1,NA,"2019-08-18",NA,TRUE,"No bonus for me"," i will uninstall this application as soon as i waste the rest o money i have there",NA,225,1473,-0.867052023121388
1492,"Zeus Cho","https://user-images.trustpilot.com/5d48fe226eeed62f2dbf5e8f/73x73.png",1,NA,"2019-08-18","2019-08-30",FALSE,"Never reply my email","my account got blocked because they ""think"" i'm not in the uk/eea. ok, just go ahead to close my account and i reply them to let me know when they refund to my other bank account","Hello, Zeus,Sincerest apologies for any inconvenience caused to you in a result of account closure. Monese is a regulated entity and as such, any customer residing permanently outside of the EEA is not covered by the regulation in which we must abide by. You must have received communication regarding your remaining funds transfer on your registered email.If you would like to clarify anything regarding this situation, please give our customer support team a call on any of the numbers listed here: monese.com/contact.All the best,The Monese Team",270,1492,-0.0867052023121389
1509,"Lutz",NA,13,NA,"2019-08-17","2019-09-13",FALSE,"Not trust this bank","i am wait now  weeks of payback my own money from monese - they do nothing when is pay back - they will only your cash - not seruus - be careful i am  years no response no support -  are my pension now  weeks -terrible bank , and no office to go - search a serius bank when you not want search your own money","Hello, Lutz,Sincerest apologies for any inconvenience caused to you in a result of account closure. Please know that we only close accounts in the most extreme circumstances to comply with the regulation. You can find more details in our Terms at monese.com/terms - sections 14 and 15. You must have received an email regarding your remaining funds transfer arrangement from our team dealing with your case with additional information. Please do get in touch with our support team if you have any further questions, as we cannot comment on any account specifics on a public platform.All the best,The Monese Team",317,1509,-0.69364161849711
1510,"Arpad Zoltan",NA,1,NA,"2019-08-17",NA,TRUE,"I like to put money from CREDIT CARD to Monese and on a higher limit!!!","i like to put more money to my monese card to be able to make an opinion about the quality and utility of this tool. why you didnt let to fill the monese card from credit card ??? would be much more useful and easier to use",NA,276,1510,1.06936416184971
1514,"Kunde",NA,2,NA,"2019-08-16","2019-09-13",TRUE,"Dishonest with terrible customer service"," they also lie on their webpage regarding incoming payment timelines which will leave you stranded without money at the most inopportune and uneected moments. monese left me stranded for  days without my money and their customer service is beyond shambolic",NA,571,1514,-1.79190751445087
1519,"James",NA,5,NA,"2019-08-16",NA,TRUE,"Stay Away","made me wait a week (when they said would take a few hours) then just said no! i have accounts with starling, coconut, voila etc - all great",NA,249,1519,-0.635838150289017
1520,"Patryk Bień","https://user-images.trustpilot.com/5d5679364a0f1856cec4b7ba/73x73.png",1,NA,"2019-08-16",NA,FALSE,"Super aplikacja"," jak kto potrzebuje  z po transakcji kart",NA,88,1520,-0.780346820809249
1525,"Craig mclaren",NA,1,NA,"2019-08-15",NA,FALSE,"100% reccomend using instead of your main bank:)","starting off the process of opening a account with monese is very easy simple and less vigorous than high street bank accounts. i love the fact i can go to my local shop and load money onto it and shop with absolute ease. if you haven't got a monese account get it your are missing out. you get a credit check for a simple current account. monese has done by far outstanding work by providing us people with a better way to live and manage money in places that don't have that type of help from high street banks that don't actually care about everyone",NA,804,1525,3.29479768786127
1527,"aaron",NA,1,NA,"2019-08-15",NA,FALSE,"Terrible customer service I have been…","i am cancelling my account because when anything goes wrong not a single person is there to help",NA,251,1527,-1.67630057803468
1538,"Tanel",NA,1,NA,"2019-08-15",NA,TRUE,"Very easy to open account","very easy to open account",NA,141,1538,-0.317919075144509
1539,"Dave",NA,1,NA,"2019-08-14",NA,TRUE,"It's a great current account.","it's a great current account",NA,29,1539,-0.491329479768786
1548,"Tony Bramley",NA,2,NA,"2019-08-14",NA,FALSE,"I would give 5 stars if they could…","i would give  stars if they could improve the time it takes to receive a bank transfer i have starling as my main account i also have a monzo as well transfer into monzo is straight away when i do a bank transfer when i pay into monese it takes longer sometimes uo to  hours",NA,276,1548,0.635838150289017
1555,"Oluwaseun Gbolagunte","https://user-images.trustpilot.com/5d0cca1573afe7103e5f739d/73x73.png",3,NA,"2019-08-14",NA,FALSE,"terrible recent experience"," i was told my account was blocked temporarily on saturday th august and told to send in documents which i did. i called again this morning wednesday  august and i was told there was nothing they could do and the relevant department would deal with it and im still waiting and my money is just literally sitting in there. this money is meant to be used to facilitate my day to day business and sort out things and my personal business has halted to a grind since saturday th august because of this. how could i possibly carry on with my business without losing my customers or the faith they have got in me",NA,1338,1555,-0.491329479768786
1556,"Mr Stephen  Arnold",NA,2,NA,"2019-08-14",NA,TRUE,"4 stars because to award 5  after only…"," however, the sign up process was straight forward and easy, the app is probably over simplified and also the ""instantly "" became almost  hours, but free money is always worth a little patience",NA,702,1556,1.82080924855491
1557,"Victoria Abena",NA,1,NA,"2019-08-14",NA,TRUE,"Because I cannot do any form off direct…","because i cannot do any form off direct debit",NA,45,1557,-0.780346820809249
1588,"Nicole X","https://user-images.trustpilot.com/5d4fff36bfd65b51d502f06d/73x73.png",1,NA,"2019-08-11",NA,FALSE,"The best","h account and card work great with no problems",NA,111,1588,-0.635838150289017
1590,"Rafal",NA,1,NA,"2019-08-10",NA,TRUE,"Fast money delivery from UK","fast money delivery from uk",NA,27,1590,-0.0867052023121389
1601,"Michela",NA,2,NA,"2019-08-10",NA,TRUE,"ottimo salvadaio virtuale....avere…","vi accrediteranno gratuitamente ",NA,365,1601,-0.780346820809249
1605,"Connor Humm","https://user-images.trustpilot.com/5d4db8b9c5318f825e612ef0/73x73.png",1,NA,"2019-08-09",NA,FALSE,"Avoid this bank","signed up and they locked my account for security reasons. after communicating with them ive still heard nothing for  weeks whilst having my account locked and unable to access my funds to pay my bills",NA,303,1605,-1.1271676300578
1613,"philip",NA,9,NA,"2019-08-09",NA,FALSE,"SIGN UP WITH THIS CODE PHILI367 AND GET FREE £15","sign up with this code philithe card is free, and the only thing you have to do when you get it, is deposit some money to it, (min",NA,527,1613,-0.144508670520231
1617,"Isabel Maria Ferreira",NA,1,NA,"2019-08-08",NA,TRUE,"Estou na holanda","estou na holanda , tenho banco holands e nao consigo fazer carregamento , diz que o iban nao  internacional , mesmo com o cartao de credito nao consigo , mandei email e nao me responderam ao que queria , so falava em ativar o cartao e isso ja o fiz , mas nao me vale de nada assim ",NA,293,1617,-0.780346820809249
1623,"Mathias",NA,3,NA,"2019-08-08",NA,FALSE,"SIGN UP WITH THIS CODE MATHI359"," the card is free, and the only thing you have to do when you get it, is deposit some money to it, (min",NA,429,1623,-0.144508670520231
1626,"Isaac Martin Dos Santos",NA,1,NA,"2019-08-08","2019-09-10",TRUE,"My Money não entrou","my money no entrou","Olá, Isaac.Lamentamos muito a situação. Para receber o seu bónus deve inserir o código de referência na primeira página quando se inscreve com o seu email e país. Isto ativa o bónus na sua conta. Se ainda tiver problemas, por favor, entre em contacto com o nosso apoio ao cliente, uma vez que eles poderão aconselhá-lo sobre quaisquer problemas que possa ter.Lamentamos o inconveniente!Atenciosamente,A Equipa Monese",19,1626,-0.433526011560694
1632,"Hector Alfredo",NA,1,NA,"2019-08-08","2019-08-08",TRUE,"Lo único que considero deben cambiar es…"," i need to transfer to my account in dollars and i can't","Hello, Hector,Thank you for your feedback! You can actually use these type of international money transfer services with Monese. Unfortunately, we are currently unable to receive USD payments in our accounts. If you wish to receive a payment from the US or in USD then the funds need to be converted into either GBP or EUR first by the sender and then sent to our shared IBAN details. Our shared IBAN details can be found in the app under Add money and International transfer. If you need any more help regarding this, do not hesitate to contact our support team.All the best,The Monese Team",289,1632,-0.780346820809249
1641,"Luis Miguel",NA,1,NA,"2019-08-07",NA,TRUE,"Loving it already"," no debits",NA,41,1641,-0.780346820809249
1647,"Anton",NA,4,NA,"2019-08-07","2019-08-08",FALSE,"Void if you want good customer care!","i just close my account and i'd like to share my very bad customer eerience with monese! very long waiting times to get a reply from the customer service over the chat - day this unacceptable long waiting time. i had a real nightmare over a week with the customer service and i decided to close my account and never come back","Hello, Anton,We are very sorry to hear we have disappointed you and you had to leave this review. Our customer support team always aims to reply as swiftly as possible, but sometimes the response times may be delayed if the team is handling big amounts of incoming request. Mores o, in certain cases the sign up process needs manual verification. We apologise if the procedure was not clear enough for you and we apologise for the situation you were in.  We are always open to our customer's input and will review this situation accordingly.Sincerely,The Monese Team",592,1647,-1.35838150289017
1651,"customer",NA,1,NA,"2019-08-07","2019-08-08",TRUE,"Not trust","not trust, deactivate account without a worming before",NA,57,1651,-0.491329479768786
1669,"Svetoslav Iliev",NA,1,NA,"2019-08-06","2019-09-10",TRUE,"Yesterday I received my card 7 days…"," i tried to put my uk card from which to top up my account and asked me for a london postcode, which code doesn't work. i received a message that i'll be charged because i reach the monthly limit","Hello, Svetoslav,We are happy to hear that you received your card without issues but we are sorry to hear about the issues you had with topping up your account. It is good to see that you were advised on these issues and everything seems to be fine on your account now and no fees were charged. Please contact our support team directly if you need any further assistance.All the best,The Monese Team",620,1669,-0.433526011560694
1674,"Tiago Alexandre",NA,1,NA,"2019-08-06","2019-08-06",TRUE,"Great design"," everything went well from starting the account to receiving the card","Hello, Tiago,Thank you so much for your feedback. We are thrilled to hear this! All the best,The Monese Team",137,1674,0.0289017341040463
1676,"customer",NA,1,NA,"2019-08-05","2019-08-06",TRUE,"Top  bank 🏦","toooooootop bank  all itts very easy send money pay everything","Hey,Thank you for your feedback. Hearing this makes us happy!All the best,The Monese Team",63,1676,-0.0289017341040463
